Date,Home,Opponent,GS,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,BP,Pos,Draftkings Score
 4-21-2013,1,2,1.5555555555555556,33,32,1,0,0,626,229,85,14,44,159,0.281,3.67,2,7,16,0,881,0,91,2,5,26,18
 4-22-2013,1,2,1.1111111111111112,33,33,2,2,0,639,210,81,20,64,189,0.259,3.42,0,9,3,1,894,0,90,8,9,21,2
 4-23-2013,1,2,1.75,23,18,0,0,0,313,87,36,11,41,72,0.231,3.11,1,6,5,1,428,0,38,2,3,11,6
 4-24-2013,1,2,1.4444444444444444,32,32,0,0,0,629,145,66,26,80,277,0.194,2.83,1,7,8,1,841,0,68,0,5,17,2
 4-25-2013,0,2,0.625,22,14,0,0,0,270,114,63,16,27,70,0.311,6.3,0,9,6,0,402,3,66,1,2,9,3
 4-26-2013,0,2,0.45454545454545453,22,22,2,2,0,361,133,77,21,28,87,0.274,5.76,1,3,5,0,526,0,81,1,6,3,12
 4-27-2013,0,2,1.2,31,31,0,0,0,613,185,69,15,46,216,0.242,3.04,1,13,3,0,823,0,74,4,6,24,7
 4-28-2013,0,2,2.3333333333333335,33,33,0,0,0,659,179,65,25,42,185,0.22,2.66,4,10,2,0,866,0,69,3,6,18,0
 4-29-2013,0,2,1.25,27,27,0,0,0,457,132,67,16,57,124,0.233,3.96,0,7,7,0,640,0,74,4,5,8,7
 4-30-2013,0,2,1.5,32,32,1,0,0,591,178,87,25,63,134,0.242,3.97,2,7,7,0,818,0,92,8,4,18,25
 5- 1-2013,0,2,1.3333333333333333,28,26,1,0,0,469,160,72,25,39,126,0.258,4.14,2,1,2,0,667,0,83,0,6,10,24
 5- 2-2013,1,2,2.2857142857142856,33,33,1,0,0,619,184,85,33,68,179,0.241,3.71,2,6,3,1,845,0,87,4,6,14,2
 5- 3-2013,1,2,1.375,30,28,0,0,0,514,157,72,24,53,120,0.243,3.78,3,4,3,0,712,1,81,3,6,15,21
 5- 4-2013,1,2,0.6,11,10,0,0,0,159,60,34,16,12,26,0.287,5.77,0,0,1,0,225,1,35,2,1,7,5
 5- 5-2013,1,2,0.875,26,23,0,0,1,418,155,77,22,48,96,0.284,4.97,1,1,8,0,611,1,81,2,8,15,24
 5- 7-2013,0,2,0.7777777777777778,27,25,0,0,1,425,165,88,17,49,93,0.285,5.59,1,5,11,2,642,1,98,0,3,11,7
 5- 8-2013,0,2,0.6666666666666666,21,21,0,0,0,378,135,55,11,43,90,0.277,3.93,0,3,4,0,541,0,62,4,3,11,8
 5- 9-2013,0,2,0.35294117647058826,36,22,0,0,0,461,174,100,20,88,89,0.289,5.86,5,8,6,0,707,8,111,6,5,23,6
 5-10-2013,0,2,0.36363636363636365,30,20,0,0,0,385,170,81,24,43,73,0.318,5.68,2,5,4,0,586,8,89,2,3,11,10
 5-11-2013,0,2,1.2857142857142858,33,33,0,0,0,600,188,78,23,56,164,0.247,3.51,2,2,5,1,832,0,83,3,6,15,19
 5-12-2013,0,2,0.7857142857142857,30,30,4,1,0,643,184,73,23,46,226,0.23,3.07,2,8,14,1,866,0,81,2,4,17,8
 5-13-2013,1,2,0.3333333333333333,22,15,0,0,0,282,106,56,10,43,54,0.289,5.36,0,10,3,1,419,4,60,2,4,11,5
 5-14-2013,1,2,1.25,33,33,3,2,0,635,236,95,30,59,111,0.285,4.04,1,7,8,0,905,0,99,2,8,17,23
 5-15-2013,1,2,0.7272727272727273,31,24,0,0,0,406,169,80,15,58,114,0.307,5.32,2,7,4,0,618,2,89,1,5,15,27
 5-16-2013,1,2,1.2857142857142858,33,33,0,0,0,600,188,78,23,56,164,0.247,3.51,2,2,5,1,832,0,83,3,6,15,4
 5-17-2013,1,2,0.7857142857142857,30,30,4,1,0,643,184,73,23,46,226,0.23,3.07,2,8,14,1,866,0,81,2,4,17,7
 5-18-2013,1,2,0.4444444444444444,34,23,0,0,0,447,137,59,17,72,137,0.243,3.56,2,2,15,0,656,4,69,3,3,12,11
 5-19-2013,1,2,2.0,13,13,1,0,0,240,74,38,14,17,76,0.244,4.28,0,0,1,1,324,0,41,1,2,5,0
 5-21-2013,1,2,0.45454545454545453,22,22,2,2,0,361,133,77,21,28,87,0.274,5.76,1,3,5,0,526,0,81,1,6,3,45
 5-22-2013,1,2,0.625,22,14,0,0,0,270,114,63,16,27,70,0.311,6.3,0,9,6,0,402,3,66,1,2,9,15
 5-23-2013,0,2,0.9,32,32,0,0,0,633,190,76,26,51,161,0.238,3.24,3,6,6,0,859,0,85,2,3,14,24
 5-24-2013,0,2,0.3333333333333333,22,15,0,0,0,282,106,56,10,43,54,0.289,5.36,0,10,3,1,419,4,60,2,4,11,17
 5-25-2013,0,2,1.25,33,33,3,2,0,635,236,95,30,59,111,0.285,4.04,1,7,8,0,905,0,99,2,8,17,16
 5-26-2013,0,2,0.7272727272727273,31,24,0,0,0,406,169,80,15,58,114,0.307,5.32,2,7,4,0,618,2,89,1,5,15,3
 5-27-2013,0,2,3.75,28,28,1,1,0,533,152,52,13,46,148,0.234,2.63,1,5,7,0,717,0,54,13,1,13,17
 5-28-2013,0,2,1.75,30,30,2,1,0,576,182,64,15,49,154,0.252,3,4,5,1,0,783,0,67,7,3,26,0
 5-29-2013,1,2,0.5714285714285714,24,20,0,0,0,317,125,50,11,24,81,0.295,4.26,5,5,0,0,457,0,57,6,3,11,7
 5-30-2013,1,2,0.0,5,5,0,0,0,69,27,13,4,10,18,0.276,5.09,0,0,1,0,109,0,16,0,0,0,2
 5-31-2013,1,2,0.6,31,22,0,0,0,461,184,88,20,52,123,0.297,5.15,3,7,5,0,682,2,96,2,3,21,5
 6- 1-2013,1,2,0.6666666666666666,21,21,0,0,0,378,135,55,11,43,90,0.277,3.93,0,3,4,0,541,0,62,4,3,11,10
 6- 2-2013,1,2,0.7777777777777778,27,25,0,0,1,425,165,88,17,49,93,0.285,5.59,1,5,11,2,642,1,98,0,3,11,3
 6- 3-2013,1,2,0.3333333333333333,32,26,0,0,1,453,149,77,18,75,138,0.26,4.59,0,1,6,0,663,3,83,2,6,15,8
 6- 4-2013,1,2,8
 6- 5-2013,1,2,2
 6- 8-2013,0,1,1.8333333333333333,29,27,0,0,0,487,161,78,13,71,139,0.261,4.32,0,8,5,0,705,0,84,3,10,16,26
 6- 8-2013,0,1,12.0,16,16,1,1,0,325,75,21,4,36,96,0.199,1.74,0,1,1,0,416,0,23,1,2,14,5
 6- 9-2013,0,1,0.8888888888888888,32,29,0,0,0,514,170,87,26,79,157,0.256,4.57,1,9,6,1,754,1,97,1,4,16,15
 6-10-2013,0,1,0.6,11,10,0,0,0,159,60,34,16,12,26,0.287,5.77,0,0,1,0,225,1,35,2,1,7,16
 6-11-2013,0,1,1.375,30,28,0,0,0,514,157,72,24,53,120,0.243,3.78,3,4,3,0,712,1,81,3,6,15,14
 6-12-2013,0,1,0.875,26,23,0,0,1,418,155,77,22,48,96,0.284,4.97,1,1,8,0,611,1,81,2,8,15,0
 6-14-2013,1,1,1.0,30,30,1,0,0,556,198,77,17,48,128,0.275,3.74,1,6,4,0,784,0,85,4,7,17,8
 6-15-2013,1,1,1.2,22,12,0,0,0,260,88,48,8,35,79,0.265,4.98,1,2,5,0,376,3,50,1,2,7,18
 6-16-2013,1,2,1.0769230769230769,32,32,2,0,0,633,224,112,28,65,175,0.272,4.78,5,7,4,1,908,0,122,8,8,19,14
 6-17-2013,1,1,0.45454545454545453,22,22,2,2,0,361,133,77,21,28,87,0.274,5.76,1,3,5,0,526,0,81,1,6,3,9
 6-18-2013,1,1,0.3333333333333333,7,7,0,0,0,115,40,21,4,17,16,0.267,4.93,2,2,2,0,170,0,23,0,1,3,8
 6-19-2013,1,2,9
 6-20-2013,1,2,1.2,31,31,0,0,0,613,185,69,15,46,216,0.242,3.04,1,13,3,0,823,0,74,4,6,24,21
 6-21-2013,1,2,1.4285714285714286,19,19,0,0,0,352,109,42,7,28,100,0.253,3.22,0,4,3,0,469,0,43,5,2,15,0
 6-22-2013,1,2,2.0,26,26,2,0,0,483,134,54,9,63,163,0.224,3.02,0,7,0,2,666,0,54,3,1,12,10
 6-23-2013,1,2,1.75,20,20,0,0,0,348,113,42,6,36,85,0.261,3.26,1,5,16,0,493,0,51,6,2,15,9
 6-25-2013,0,2,1.625,32,29,1,0,0,531,185,85,18,42,142,0.27,4.32,4,6,3,1,736,1,87,4,3,20,17
 6-26-2013,0,2,0.2,14,6,0,0,0,116,42,25,7,16,31,0.28,5.82,1,0,2,1,172,0,26,2,2,4,25
 6-27-2013,0,2,1.5555555555555556,33,32,1,0,0,626,229,85,14,44,159,0.281,3.67,2,7,16,0,881,0,91,2,5,26,16
 6-28-2013,0,2,0.6666666666666666,21,21,0,0,0,378,135,55,11,43,90,0.277,3.93,0,3,4,0,541,0,62,4,3,11,14
 6-29-2013,0,2,0.7777777777777778,27,25,0,0,1,425,165,88,17,49,93,0.285,5.59,1,5,11,2,642,1,98,0,3,11,7
 7- 2-2013,1,2,1.5,33,33,0,0,0,605,189,89,14,76,198,0.252,3.97,0,6,11,0,856,0,92,11,8,18,2
 7- 3-2013,1,2,1.6666666666666667,31,31,1,1,0,520,152,59,20,57,169,0.234,3.06,0,2,5,0,722,0,65,7,3,11,6
 7- 4-2013,1,2,2.111111111111111,34,34,5,2,0,725,223,79,15,35,219,0.248,2.94,2,5,6,0,956,0,83,13,2,32,7
 7- 5-2013,1,2,1.8333333333333333,29,27,0,0,0,487,161,78,13,71,139,0.261,4.32,0,8,5,0,705,0,84,3,10,16,7
 7- 6-2013,1,2,0.8888888888888888,32,29,0,0,0,514,170,87,26,79,157,0.256,4.57,1,9,6,1,754,1,97,1,4,16,23
 7- 7-2013,1,2,0.7692307692307693,29,29,2,0,0,568,179,74,26,40,161,0.247,3.52,0,4,6,0,778,0,80,3,3,9,16
 7- 9-2013,0,2,7
 7-10-2013,0,2,26
 7-12-2013,0,2,17
 7-13-2013,0,2,1.2,31,31,0,0,0,613,185,69,15,46,216,0.242,3.04,1,13,3,0,823,0,74,4,6,24,8
 7-14-2013,0,2,2.3333333333333335,33,33,0,0,0,659,179,65,25,42,185,0.22,2.66,4,10,2,0,866,0,69,3,6,18,5
 7-19-2013,1,2,1.4,32,32,1,1,0,600,171,85,36,54,171,0.226,3.83,2,7,4,0,823,0,91,4,4,8,16
 7-20-2013,1,2,1.25,27,27,0,0,0,457,132,67,16,57,124,0.233,3.96,0,7,7,0,640,0,74,4,5,8,7
 7-21-2013,1,2,3.0,30,30,3,3,0,571,193,56,14,29,117,0.264,2.65,0,1,0,0,769,0,60,3,6,21,3
 7-22-2013,1,2,1.0,18,18,0,0,0,324,105,46,7,41,67,0.259,3.83,0,8,9,2,461,0,48,3,3,12,10
 7-23-2013,1,2,0.5,10,10,0,0,0,153,69,37,7,20,29,0.327,6.53,0,4,5,0,238,0,38,0,2,4,11
 7-24-2013,1,2,0.38461538461538464,29,29,0,0,0,458,184,88,13,53,101,0.3,5.19,0,1,6,0,680,0,92,1,7,16,2
 7-25-2013,0,2,1.25,27,27,0,0,0,457,132,67,16,57,124,0.233,3.96,0,7,7,0,640,0,74,4,5,8,7
 7-26-2013,0,2,3.0,30,30,3,3,0,571,193,56,14,29,117,0.264,2.65,0,1,0,0,769,0,60,3,6,21,22
 7-27-2013,0,3,1.3333333333333333,28,26,1,0,0,469,160,72,25,39,126,0.258,4.14,2,1,2,0,667,0,83,0,6,10,10
 7-28-2013,0,3,1.5,32,32,1,0,0,591,178,87,25,63,134,0.242,3.97,2,7,7,0,818,0,92,8,4,18,4
 7-29-2013,0,3,0.8,13,13,1,0,0,253,89,41,12,22,74,0.271,4.38,1,4,1,0,359,0,47,6,2,4,14
 7-30-2013,0,3,1.1111111111111112,33,33,2,2,0,639,210,81,20,64,189,0.259,3.42,0,9,3,1,894,0,90,8,9,21,26
 7-31-2013,0,3,1.6666666666666667,20,20,1,0,0,373,129,50,15,37,84,0.267,3.62,0,9,3,2,529,0,55,2,3,13,2
 8- 1-2013,1,2,0.25,16,16,0,0,0,244,105,56,15,30,83,0.305,6.2,3,4,3,0,384,0,64,3,3,4,4
 8- 2-2013,1,2,1.3333333333333333,17,14,0,0,0,231,70,37,13,23,76,0.239,4.32,2,1,6,0,324,2,38,1,1,3,6
 8- 3-2013,1,2,0.5555555555555556,44,20,0,0,0,413,152,73,21,44,96,0.279,4.77,2,7,6,2,598,5,76,0,4,20,11
 8- 4-2013,1,2,1.2,33,33,1,1,0,611,223,94,24,51,139,0.276,4.15,3,2,9,0,876,0,100,3,6,15,25
 8- 5-2013,1,2,1.6666666666666667,20,20,1,0,0,373,129,50,15,37,84,0.267,3.62,0,9,3,2,529,0,55,2,3,13,16
 8- 6-2013,1,2,1.4444444444444444,32,32,0,0,0,629,145,66,26,80,277,0.194,2.83,1,7,8,1,841,0,68,0,5,17,17
 8- 7-2013,1,2,1.75,23,18,0,0,0,313,87,36,11,41,72,0.231,3.11,1,6,5,1,428,0,38,2,3,11,19
 8- 9-2013,0,3,1.1111111111111112,29,29,0,0,0,474,162,71,19,47,162,0.262,4.04,1,5,3,1,672,0,76,2,1,14,16
 8-10-2013,0,3,1.4444444444444444,32,32,0,0,0,548,163,67,16,80,194,0.239,3.3,0,8,3,0,777,0,75,1,11,12,4
 8-11-2013,0,3,1.4,32,29,3,3,0,579,156,74,13,76,195,0.222,3.45,0,8,17,0,803,2,75,5,2,17,14
 8-12-2013,0,3,0.8461538461538461,32,32,1,1,0,604,191,74,20,43,150,0.249,3.31,2,6,5,0,824,0,79,2,7,12,5
 8-13-2013,0,3,1.0769230769230769,32,32,2,0,0,633,224,112,28,65,175,0.272,4.78,5,7,4,1,908,0,122,8,8,19,22
 8-14-2013,0,3,1.5,23,20,3,2,0,418,135,48,9,44,116,0.258,3.1,3,3,14,0,586,2,49,2,3,18,10
 8-15-2013,0,3,0.2857142857142857,30,29,0,0,0,437,170,84,24,42,121,0.293,5.19,4,6,5,0,642,0,91,3,11,10,16
 8-16-2013,1,3,0.8333333333333334,18,14,0,0,0,250,78,48,15,37,77,0.241,5.18,0,4,3,0,365,1,51,1,1,5,5
 8-17-2013,1,3,0.6,31,22,0,0,0,461,184,88,20,52,123,0.297,5.15,3,7,5,0,682,2,96,2,3,21,16
 8-18-2013,1,3,0.8,13,10,2,1,0,215,66,22,7,13,45,0.237,2.76,0,0,1,0,293,1,26,0,1,3,10
 8-23-2013,0,3,1.2,31,31,0,0,0,613,185,69,15,46,216,0.242,3.04,1,13,3,0,823,0,74,4,6,24,0
 8-24-2013,0,3,1.6666666666666667,14,13,0,0,0,217,79,40,12,26,57,0.273,4.98,0,0,3,0,321,0,44,0,3,7,16
 8-25-2013,0,3,0.45454545454545453,22,22,2,2,0,361,133,77,21,28,87,0.274,5.76,1,3,5,0,526,0,81,1,6,3,8
 8-27-2013,0,3,0.46153846153846156,32,24,1,0,1,453,164,82,24,38,113,0.281,4.89,8,3,13,0,643,3,87,3,5,17,17
 8-28-2013,0,3,1.2857142857142858,23,23,2,2,0,386,107,46,15,38,101,0.226,3.22,2,7,8,0,525,0,49,1,5,11,13
 8-29-2013,0,3,0.0,7,4,0,0,1,89,28,13,3,8,22,0.252,3.94,0,1,2,0,122,2,13,0,1,3,4
 8-30-2013,0,3,0.7333333333333333,32,32,2,1,0,550,187,89,19,73,129,0.264,4.37,3,12,7,0,802,0,107,11,3,19,5
 8-31-2013,0,3,1.75,21,21,0,0,0,384,109,55,19,29,118,0.229,3.87,0,3,2,0,512,0,56,3,2,5,7
 9- 1-2013,0,3,1.1,32,32,2,1,0,596,196,74,26,36,125,0.259,3.35,1,1,3,0,806,0,78,8,2,18,20
 9- 2-2013,1,3,1.2857142857142858,23,23,2,2,0,386,107,46,15,38,101,0.226,3.22,2,7,8,0,525,0,49,1,5,11,22
 9- 3-2013,1,3,4.25,27,27,1,1,0,451,119,55,14,76,143,0.216,3.29,1,17,4,1,642,0,58,5,6,8,5
 9- 4-2013,1,3,1.2,32,31,0,0,0,522,185,100,24,50,135,0.274,5.17,0,7,4,2,737,1,103,2,5,15,7
 9- 5-2013,1,3,1.25,27,27,4,0,0,560,178,69,16,27,151,0.252,3.33,0,6,3,0,740,0,78,1,2,19,5
 9- 6-2013,1,3,0.8,13,13,1,0,0,253,89,41,12,22,74,0.271,4.38,1,4,1,0,359,0,47,6,2,4,11
 9- 7-2013,1,3,1.1111111111111112,33,33,2,2,0,639,210,81,20,64,189,0.259,3.42,0,9,3,1,894,0,90,8,9,21,14
 9- 8-2013,1,3,0.6666666666666666,19,17,0,0,0,279,100,50,12,27,76,0.272,4.84,3,0,7,0,407,1,53,1,4,7,9
 9- 9-2013,0,3,1.0,14,12,0,0,0,170,80,43,10,23,29,0.338,6.83,1,1,0,1,263,1,43,0,3,5,7
 9-10-2013,0,3,1.2,33,33,1,1,0,611,223,94,24,51,139,0.276,4.15,3,2,9,0,876,0,100,3,6,15,9
 9-11-2013,0,3,1.0769230769230769,34,34,3,1,0,674,207,105,35,71,177,0.242,4.21,0,7,10,1,943,0,113,2,6,15,8
 9-12-2013,0,3,0.7142857142857143,18,18,0,0,0,278,91,47,10,45,77,0.25,4.56,0,5,2,0,415,0,53,1,3,5,9
 9-13-2013,0,3,0.6,31,22,0,0,0,461,184,88,20,52,123,0.297,5.15,3,7,5,0,682,2,96,2,3,21,10
 9-14-2013,0,3,0.8,13,10,2,1,0,215,66,22,7,13,45,0.237,2.76,0,0,1,0,293,1,26,0,1,3,6
 9-15-2013,0,3,0.5714285714285714,35,5,0,0,0,220,82,44,16,26,49,0.283,5.4,1,2,2,0,323,8,48,0,5,5,9
 9-16-2013,0,3,1.5,32,32,1,0,0,591,178,87,25,63,134,0.242,3.97,2,7,7,0,818,0,92,8,4,18,25
 9-17-2013,0,3,1.6666666666666667,12,10,0,0,0,192,51,19,4,20,67,0.214,2.67,0,2,0,1,261,0,22,0,3,4,16
 9-18-2013,0,3,1.4,32,32,1,1,0,600,171,85,36,54,171,0.226,3.83,2,7,4,0,823,0,91,4,4,8,16
 9-20-2013,1,3,1.6666666666666667,14,13,0,0,0,217,79,40,12,26,57,0.273,4.98,0,0,3,0,321,0,44,0,3,7,7
 9-21-2013,1,3,0
 9-22-2013,1,3,1.2,31,31,0,0,0,613,185,69,15,46,216,0.242,3.04,1,13,3,0,823,0,74,4,6,24,4
 9-23-2013,1,3,1.3333333333333333,28,26,1,0,0,469,160,72,25,39,126,0.258,4.14,2,1,2,0,667,0,83,0,6,10,3
 9-24-2013,1,3,1.4,32,32,1,1,0,600,171,85,36,54,171,0.226,3.83,2,7,4,0,823,0,91,4,4,8,2
 9-26-2013,0,3,0.8,13,13,1,0,0,253,89,41,12,22,74,0.271,4.38,1,4,1,0,359,0,47,6,2,4,10
 9-27-2013,0,3,1.75,23,18,0,0,0,313,87,36,11,41,72,0.231,3.11,1,6,5,1,428,0,38,2,3,11,4
 9-28-2013,0,3,1.1111111111111112,33,33,2,2,0,639,210,81,20,64,189,0.259,3.42,0,9,3,1,894,0,90,8,9,21,8
 9-29-2013,0,3,1.4444444444444444,32,32,0,0,0,629,145,66,26,80,277,0.194,2.83,1,7,8,1,841,0,68,0,5,17,16
 3-31-2014,1,2,2.5,34,34,0,0,0,708,170,56,16,46,248,0.2,2.14,1,18,5,0,912,0,68,4,5,12,19
 4- 1-2014,1,2,0.16666666666666666,17,14,0,0,0,226,82,44,13,34,60,0.277,5.26,2,3,6,0,338,0,44,1,1,6,2
 4- 2-2014,1,2,1.5,13,13,0,0,0,222,60,25,3,29,59,0.223,3.04,2,7,1,0,303,0,29,3,1,9,19
 4- 4-2014,0,2,0.0,3,3,0,0,0,37,19,13,2,9,9,0.345,9.49,1,1,0,0,66,0,14,0,2,0,21
 4- 5-2014,0,2,1.3333333333333333,29,29,5,1,0,600,187,65,11,48,146,0.252,2.93,2,7,7,0,808,0,71,4,5,36,3
 4- 6-2014,0,2,0.6666666666666666,29,29,2,1,0,541,185,75,16,50,107,0.266,3.74,5,6,11,1,765,0,86,2,7,17,0
 4- 7-2014,0,2,1.2857142857142858,20,20,0,0,0,349,119,57,7,51,75,0.267,4.41,1,7,3,0,507,0,61,2,6,15,7
 4- 8-2014,0,2,1.5,13,13,0,0,0,222,60,25,3,29,59,0.223,3.04,2,7,1,0,303,0,29,3,1,9,5
 4- 9-2014,0,2,0.8333333333333334,29,29,1,1,0,491,151,70,16,64,143,0.248,3.85,3,6,11,4,693,0,77,4,4,23,2
 4-11-2014,1,2,19
 4-12-2014,1,2,8
 4-13-2014,1,2,22
 4-14-2014,1,2,1.0,32,21,0,0,0,438,142,56,17,49,136,0.253,3.45,3,7,5,0,621,5,64,1,4,15,0
 4-15-2014,1,2,0.5,7,7,0,0,0,115,33,21,9,15,34,0.232,4.93,1,2,1,0,159,0,21,0,1,2,33
 4-16-2014,1,2,2.0,16,16,0,0,0,289,91,38,12,26,61,0.245,3.55,2,0,4,0,405,0,42,1,2,4,14
 4-18-2014,0,2,0.6666666666666666,21,18,0,0,0,316,111,46,14,31,89,0.271,3.93,1,4,1,0,445,0,48,0,3,8,25
 4-19-2014,0,2,3.6,33,33,1,1,0,661,196,77,18,63,252,0.238,3.15,1,10,6,1,904,0,80,4,8,15,0
 4-20-2014,0,2,1.1538461538461537,32,31,3,3,0,614,211,78,18,41,129,0.268,3.43,4,0,4,0,840,1,89,3,4,30,2
 4-21-2014,0,2,1.5,31,31,1,1,0,596,178,63,16,39,138,0.239,2.85,1,0,6,0,798,0,64,5,2,17,6
 4-22-2014,0,2,0.0,5,5,0,0,0,77,34,16,3,8,17,0.309,5.61,1,0,2,0,124,0,20,2,2,3,7
 4-23-2014,0,2,1.0,27,27,0,0,0,476,134,63,10,56,162,0.23,3.57,0,2,3,0,653,0,66,7,4,9,14
 4-25-2014,0,2,1.2222222222222223,32,32,0,0,0,597,191,82,20,35,146,0.249,3.71,0,13,7,0,820,0,91,5,6,15,0
 4-26-2014,0,2,0.4,17,14,0,0,0,234,86,47,15,26,60,0.282,5.42,1,4,2,0,339,1,52,0,6,7,26
 4-27-2014,0,2,2.6,20,20,3,1,0,409,123,42,15,21,141,0.24,2.77,0,4,4,0,542,0,47,2,3,11,6
 4-28-2014,1,2,0.6666666666666666,19,19,0,0,0,294,106,60,6,56,93,0.279,5.51,2,9,11,0,452,0,66,4,1,17,17
 4-29-2014,1,2,2.0,34,34,3,1,0,707,207,64,14,51,269,0.233,2.44,3,3,6,0,951,0,72,5,2,16,11
 4-30-2014,1,2,0.5714285714285714,22,15,0,0,0,258,96,50,7,28,74,0.28,5.23,1,3,0,0,377,2,54,1,5,6,13
 5- 2-2014,1,2,0.7142857142857143,29,29,2,1,0,511,211,98,25,48,133,0.304,5.18,5,3,8,1,762,0,107,3,9,7,3
 5- 3-2014,1,2,1.0,4,4,0,0,0,52,20,8,1,12,10,0.286,4.15,0,1,1,0,84,0,8,1,0,1,6
 5- 4-2014,1,2,1.4285714285714286,22,22,2,1,0,433,133,49,13,49,182,0.241,3.06,1,14,2,1,605,0,54,1,2,7,2
 5- 5-2014,1,2,1.0,32,17,1,0,1,339,115,55,13,46,92,0.263,4.38,2,2,7,1,497,5,62,4,3,7,2
 5- 6-2014,1,2,1.2222222222222223,32,32,0,0,0,597,191,82,20,35,146,0.249,3.71,0,13,7,0,820,0,91,5,6,15,12
 5- 7-2014,1,2,0.4,17,14,0,0,0,234,86,47,15,26,60,0.282,5.42,1,4,2,0,339,1,52,0,6,7,4
 5- 9-2014,0,2,1.6666666666666667,53,8,0,0,1,246,80,38,13,33,61,0.253,4.17,1,2,3,0,354,9,41,0,2,6,14
 5-10-2014,0,2,1.0,30,26,0,0,0,474,160,74,22,51,133,0.261,4.22,0,1,2,0,673,2,79,1,5,12,2
 5-11-2014,0,2,0.8461538461538461,32,32,1,1,0,554,173,92,23,60,184,0.245,4.48,1,4,7,2,786,0,92,4,10,4,7
 5-12-2014,0,2,1.3,32,32,0,0,0,606,228,76,15,46,119,0.287,3.39,0,2,4,1,857,0,83,6,6,24,11
 5-13-2014,0,2,0.8,13,13,1,0,0,244,100,33,7,12,72,0.304,3.65,0,1,1,0,352,0,40,7,3,4,3
 5-14-2014,0,2,0.4444444444444444,34,34,1,0,0,641,205,109,20,96,190,0.256,4.59,2,9,16,0,935,0,122,11,11,17,15
 5-15-2014,1,2,0.6666666666666666,17,15,0,0,0,227,84,40,10,29,64,0.275,4.76,0,3,2,0,342,1,46,1,4,5,20
 5-16-2014,1,2,1.1111111111111112,32,32,0,0,0,584,177,72,12,72,173,0.243,3.33,1,8,8,0,822,0,85,4,9,14,6
 5-17-2014,1,2,0.3333333333333333,43,7,0,0,0,248,73,34,8,39,66,0.233,3.7,7,4,1,0,360,14,39,3,3,4,6
 5-18-2014,1,2,1.375,23,23,2,0,0,512,156,59,20,23,189,0.238,3.11,1,2,5,0,689,0,68,3,3,9,5
 5-19-2014,1,2,1.3333333333333333,29,29,5,1,0,600,187,65,11,48,146,0.252,2.93,2,7,7,0,808,0,71,4,5,36,5
 5-20-2014,1,2,0.6666666666666666,29,29,2,1,0,541,185,75,16,50,107,0.266,3.74,5,6,11,1,765,0,86,2,7,17,12
 5-23-2014,1,2,0.75,31,25,0,0,0,448,113,42,12,53,113,0.209,2.53,2,5,5,0,606,1,52,3,4,7,17
 5-24-2014,1,2,1.75,34,34,1,1,0,681,224,81,23,44,180,0.256,3.21,0,12,11,2,939,0,95,3,7,16,17
 5-25-2014,1,2,1.1,30,30,1,1,0,561,197,77,19,41,128,0.267,3.71,4,1,6,1,790,0,82,3,1,11,13
 5-26-2014,0,2,1.3333333333333333,30,29,0,0,0,495,143,67,26,60,108,0.234,3.65,3,5,3,1,688,0,70,4,9,6,3
 5-27-2014,0,2,0.8333333333333334,29,29,1,1,0,491,151,70,16,64,143,0.248,3.85,3,6,11,4,693,0,77,4,4,23,7
 5-28-2014,0,2,2.5,34,34,0,0,0,708,170,56,16,46,248,0.2,2.14,1,18,5,0,912,0,68,4,5,12,7
 5-29-2014,0,3,0.25,38,7,0,0,0,209,74,36,6,19,55,0.267,4.65,2,3,0,0,301,4,39,2,3,6,15
 5-30-2014,0,2,1.25,20,10,0,0,0,207,51,18,7,26,64,0.204,2.35,0,0,1,0,278,4,22,1,0,10,17
 6- 3-2014,0,2,1.2222222222222223,25,25,0,0,0,464,117,47,13,41,157,0.208,2.73,1,6,6,0,619,0,53,6,4,8,0
 6- 5-2014,0,2,0.4444444444444444,28,24,0,0,0,395,136,69,20,70,119,0.267,4.72,4,6,4,0,589,3,80,0,6,12,17
 6- 6-2014,1,2,0.8,18,11,0,0,0,194,82,49,12,33,51,0.304,6.82,0,6,5,1,312,3,54,2,2,5,10
 6- 7-2014,1,2,3.0,26,26,2,0,0,522,129,42,13,39,208,0.205,2.17,2,3,11,0,685,0,48,2,3,13,22
 6- 8-2014,1,2,0.8181818181818182,32,32,0,0,0,601,197,74,10,52,178,0.257,3.32,3,7,2,0,830,0,87,4,6,17,7
 6- 9-2014,1,2,1.0,32,21,0,0,0,438,142,56,17,49,136,0.253,3.45,3,7,5,0,621,5,64,1,4,15,11
 6-10-2014,1,2,1.25,20,10,0,0,0,207,51,18,7,26,64,0.204,2.35,0,0,1,0,278,4,22,1,0,10,13
 6-11-2014,1,2,2.0,16,16,0,0,0,289,91,38,12,26,61,0.245,3.55,2,0,4,0,405,0,42,1,2,4,7
 6-13-2014,0,2,1.0,33,33,0,0,0,613,215,81,15,71,161,0.273,3.57,4,9,1,0,876,0,88,11,6,15,9
 6-14-2014,0,2,1.0,9,9,0,0,0,163,55,16,6,13,45,0.266,2.65,0,6,3,0,229,0,23,4,2,7,37
