Date,Home,Opponent,GS,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,BP,Pos,Draftkings Score
 8-30-2015,0,2,3.5,10,10,2,0,0,197,47,22,13,8,57,0.195,3.02,0,1,2,0,251,0,22,0,0,3,21
 8-31-2015,0,2,1.0,11,8,0,0,1,158,55,34,9,21,43,0.278,5.81,0,2,0,0,227,2,35,4,4,2,4
 9- 1-2015,0,2,0.0,4,2,0,0,0,27,16,14,4,5,3,0.381,14,0,1,1,0,49,2,14,0,1,0,9
 9- 2-2015,0,2,2.0,31,31,3,2,0,624,166,63,17,59,169,0.217,2.73,0,13,2,0,831,0,71,1,4,19,10
 9- 4-2015,1,2,0.5,14,14,0,0,0,236,88,39,3,24,48,0.285,4.46,1,1,2,0,339,0,45,0,3,12,9
 9- 5-2015,1,2,1.3333333333333333,10,10,1,1,0,176,59,32,11,17,41,0.269,4.91,2,1,5,0,245,0,32,3,1,9,10
 9- 6-2015,1,2,1.8888888888888888,33,33,2,1,0,614,211,106,26,42,142,0.266,4.66,2,5,11,0,861,0,114,2,11,14,18
 9- 7-2015,1,2,6.333333333333333,32,32,1,0,0,668,148,41,14,40,200,0.187,1.66,1,7,5,0,843,0,43,6,2,15,0
 9- 8-2015,1,2,2.2857142857142856,33,33,4,3,0,698,163,55,15,42,301,0.194,2.13,1,9,5,3,890,0,62,4,0,8,4
 9- 9-2015,1,2,0.0,2,2,0,0,0,26,10,8,2,5,4,0.294,8.31,1,0,0,0,40,0,8,0,1,0,3
 9-11-2015,1,2,2.5,33,33,3,2,0,696,185,64,17,51,216,0.217,2.48,0,9,2,0,911,0,68,1,3,21,4
 9-12-2015,1,2,0.8571428571428571,22,22,1,0,0,377,106,45,10,43,129,0.226,3.22,2,8,5,1,520,0,49,0,3,11,7
 9-13-2015,1,2,2.0,10,9,1,1,0,187,45,23,10,21,59,0.197,3.32,0,2,1,0,252,0,26,0,2,1,14
 9-14-2015,0,2,1.375,29,29,1,0,0,509,163,86,25,40,157,0.252,4.56,1,4,9,1,706,0,92,4,5,8,6
 9-15-2015,0,3,2.0,31,31,2,2,0,605,180,79,23,58,191,0.24,3.53,0,10,9,0,826,0,80,4,4,18,16
 9-16-2015,0,3,1.8,20,20,1,1,0,389,117,51,18,21,111,0.24,3.54,1,1,1,0,516,0,53,4,3,9,0
 9-17-2015,0,3,1.8,24,23,0,0,1,386,128,56,17,36,91,0.26,3.92,1,3,1,0,543,1,64,6,7,7,42
 9-19-2015,0,3,1.0,32,32,1,0,0,584,186,83,18,65,145,0.252,3.84,6,7,7,0,821,0,88,6,6,27,4
 9-19-2015,0,3,0.5454545454545454,30,30,0,0,0,494,198,78,11,45,86,0.304,4.26,1,5,12,0,714,0,86,3,3,29,14
 9-20-2015,0,3,5.0,10,10,0,0,0,174,56,20,4,20,53,0.256,3.1,0,1,0,0,242,0,20,3,0,10,3
 9-21-2015,0,3,2.5,33,33,3,2,0,696,185,64,17,51,216,0.217,2.48,0,9,2,0,911,0,68,1,3,21,6
 9-22-2015,0,3,0.8571428571428571,22,22,1,0,0,377,106,45,10,43,129,0.226,3.22,2,8,5,1,520,0,49,0,3,11,18
 9-23-2015,0,3,2.0,10,9,1,1,0,187,45,23,10,21,59,0.197,3.32,0,2,1,0,252,0,26,0,2,1,16
 9-25-2015,1,3,0.25,32,10,0,0,0,224,80,34,14,17,62,0.278,4.1,1,3,5,1,318,7,35,1,7,7,15
 9-26-2015,1,3,2.0,31,31,2,2,0,605,180,79,23,58,191,0.24,3.53,0,10,9,0,826,0,80,4,4,18,5
 9-27-2015,1,3,1.8,20,20,1,1,0,389,117,51,18,21,111,0.24,3.54,1,1,1,0,516,0,53,4,3,9,5
 9-28-2015,1,3,1.0,11,8,0,0,1,158,55,34,9,21,43,0.278,5.81,0,2,0,0,227,2,35,4,4,2,2
 9-29-2015,1,3,0.125,18,13,0,0,0,258,78,34,5,30,64,0.244,3.56,0,5,9,0,361,3,36,1,1,12,9
 9-30-2015,1,3,0,3,2,0,0,0,21,12,8,4,6,2,0.387,10.29,0,0,0,0,37,1,8,0,0,2,29
10- 1-2015,0,3,1.3333333333333333,10,10,1,1,0,176,59,32,11,17,41,0.269,4.91,2,1,5,0,245,0,32,3,1,9,0
10- 2-2015,0,3,0.5,14,14,0,0,0,236,88,39,3,24,48,0.285,4.46,1,1,2,0,339,0,45,0,3,12,12
10- 3-2015,0,3,1.8888888888888888,33,33,2,1,0,614,211,106,26,42,142,0.266,4.66,2,5,11,0,861,0,114,2,11,14,12
10- 4-2015,0,3,7.0,12,12,1,0,0,251,77,34,10,23,78,0.245,3.66,0,2,4,2,343,0,35,1,1,13,11
 4- 4-2016,1,3,0
 4- 5-2016,1,3,0
 4- 7-2016,1,3,0.7777777777777778,22,20,0,0,0,322,116,59,15,35,67,0.276,4.95,2,2,2,0,461,0,62,1,2,8,8
 4- 8-2016,1,3,1.75,23,23,0,0,0,357,116,67,28,46,107,0.256,5.07,1,0,7,1,509,0,68,0,3,10,5
 4- 9-2016,1,3,3.0,32,32,0,0,0,602,185,74,24,77,200,0.243,3.32,1,4,8,1,848,0,83,1,2,19,5
 4-10-2016,1,3,0.9090909090909091,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0,3,4,2,855,0,110,9,8,36,8
 4-11-2016,0,3,0.45454545454545453,22,22,0,0,0,351,133,74,18,42,94,0.286,5.69,0,15,2,0,517,0,80,0,7,9,18
 4-12-2016,0,3,0.9090909090909091,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2,2,7,0,786,0,87,2,6,19,0
 4-13-2016,0,3,0.0,9,9,0,0,0,116,55,30,8,21,22,0.327,6.98,2,1,5,0,197,0,32,0,3,3,22
 4-15-2016,0,3,0.6,19,12,0,0,0,208,84,44,15,22,49,0.299,5.71,3,3,1,1,311,3,53,4,3,6,2
 4-16-2016,0,3,0.5,21,21,0,0,0,374,139,71,18,29,93,0.287,5.13,0,4,3,0,527,0,77,2,9,12,3
 4-17-2016,0,3,0.5454545454545454,25,25,1,0,0,442,175,83,20,55,104,0.298,5.07,3,9,4,0,653,0,89,3,4,21,9
 4-18-2016,0,3,0.9,28,28,0,0,0,495,176,74,23,54,168,0.273,4.04,3,11,6,1,715,0,82,4,6,14,7
 4-19-2016,0,3,3.0,11,11,0,0,0,181,63,31,10,25,32,0.27,4.62,1,1,1,0,265,0,33,2,4,5,2
 4-20-2016,0,3,1.7,32,32,6,1,0,680,190,84,27,45,233,0.227,3.34,2,2,17,0,907,0,88,5,3,16,9
 4-21-2016,0,3,0.0,4,4,0,0,0,67,28,18,5,11,16,0.322,7.25,0,1,0,0,100,0,20,0,2,4,23
 4-22-2016,1,3,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,3
 4-23-2016,1,3,1.375,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0,6,10,0,655,0,76,3,0,17,23
 4-24-2016,1,3,0.875,19,19,1,1,0,336,117,62,18,34,82,0.274,4.98,1,5,3,2,469,0,62,2,3,16,5
 4-25-2016,1,3,1.0,33,33,0,0,0,587,173,80,33,66,184,0.236,3.68,1,4,13,0,818,0,81,1,5,9,18
 4-26-2016,1,3,0.9090909090909091,34,34,0,0,0,568,217,113,23,76,139,0.286,5.37,1,5,7,1,853,0,124,6,6,16,9
 4-27-2016,1,3,0.3333333333333333,34,13,0,0,1,266,104,61,28,43,94,0.291,6.19,1,3,1,0,406,7,63,0,4,3,16
 4-29-2016,0,3,1.2,19,19,1,0,0,349,103,48,19,28,73,0.236,3.71,0,1,3,0,472,0,53,1,3,9,8
 4-30-2016,0,3,0.7777777777777778,22,20,0,0,0,322,116,59,15,35,67,0.276,4.95,2,2,2,0,461,0,62,1,2,8,0
 5- 1-2016,0,3,3.0,32,32,0,0,0,602,185,74,24,77,200,0.243,3.32,1,4,8,1,848,0,83,1,2,19,11
 5- 2-2016,0,3,0.5,32,32,0,0,0,538,186,92,25,86,140,0.268,4.62,2,8,17,0,807,0,108,7,4,18,34
 5- 3-2016,0,3,3.0,20,20,0,0,0,365,94,38,10,43,100,0.213,2.81,2,7,3,1,492,0,40,3,2,10,7
 5- 4-2016,0,3,1.5714285714285714,28,28,0,0,0,490,166,72,20,38,135,0.263,3.97,0,3,6,0,682,0,79,3,4,11,26
 5- 6-2016,1,3,0.47368421052631576,33,33,0,0,0,604,183,90,30,67,233,0.238,4.02,0,11,3,0,850,0,100,6,4,12,4
 5- 7-2016,1,3,1.6666666666666667,33,33,0,0,0,563,170,77,29,54,166,0.241,3.69,3,3,4,1,773,0,80,3,6,14,6
 5- 8-2016,1,3,1.0,29,19,1,1,1,383,131,62,17,25,109,0.265,4.37,1,3,1,4,527,3,64,0,6,13,5
 5-10-2016,1,3,0.75,30,30,0,0,0,530,203,92,20,30,125,0.288,4.69,1,7,7,0,757,0,101,5,10,13,5
 5-11-2016,1,3,0
 5-12-2016,1,3,1.4444444444444444,33,33,1,1,0,596,220,102,22,59,161,0.287,4.62,4,1,5,0,847,0,108,8,9,27,7
 5-13-2016,0,2,3.0,22,15,0,0,1,283,95,54,11,45,101,0.259,5.15,1,5,3,1,417,2,55,0,2,5,20
 5-14-2016,0,3,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,19
 5-15-2016,0,3,1.375,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0,6,10,0,655,0,76,3,0,17,8
 5-16-2016,0,3,1.4545454545454546,32,32,0,0,0,527,150,68,20,50,179,0.229,3.48,6,6,8,0,716,0,72,0,3,10,16
 5-17-2016,0,3,3.0,21,21,3,3,0,447,97,28,8,11,172,0.184,1.69,1,5,2,3,544,0,31,4,1,9,0
 5-18-2016,1,3,0.25,6,6,0,0,0,83,33,21,7,9,25,0.303,6.83,1,0,2,0,122,0,21,2,0,2,26
 5-19-2016,1,3,0.5555555555555556,22,14,0,0,0,300,96,44,10,30,74,0.25,3.96,3,6,1,0,419,4,46,3,1,7,30
 5-20-2016,1,3,0.75,18,12,0,0,0,224,81,48,12,26,50,0.282,5.79,0,2,9,0,328,5,53,1,5,10,5
 5-21-2016,1,3,0.75,30,30,0,0,0,539,183,72,28,47,174,0.262,3.61,1,8,5,0,757,0,76,4,3,19,5
 5-22-2016,1,3,0.6666666666666666,29,25,1,0,1,427,150,86,16,72,125,0.268,5.44,1,5,3,1,638,2,93,1,1,12,14
 5-23-2016,0,2,0.7777777777777778,22,20,0,0,0,322,116,59,15,35,67,0.276,4.95,2,2,2,0,461,0,62,1,2,8,10
 5-24-2016,0,3,0.9090909090909091,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0,3,4,2,855,0,110,9,8,36,7
 5-25-2016,0,3,1.2,19,19,1,0,0,349,103,48,19,28,73,0.236,3.71,0,1,3,0,472,0,53,1,3,9,2
 5-27-2016,1,3,1.375,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0,17,7,0,724,0,89,3,5,6,17
 5-28-2016,1,3,0.75,26,26,1,1,0,504,168,85,20,48,144,0.259,4.55,1,9,2,0,701,0,88,2,1,16,14
 5-29-2016,1,3,0.9230769230769231,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1,10,7,0,779,0,98,0,3,20,18
 5-30-2016,1,2,1.7777777777777777,34,34,2,0,0,683,171,77,30,57,254,0.207,3.04,1,6,8,0,903,0,81,4,7,8,4
 5-31-2016,1,2,0.5384615384615384,35,26,0,0,0,460,171,100,30,53,135,0.285,5.87,1,7,5,2,668,3,108,4,6,13,27
 6- 1-2016,1,3,1.5714285714285714,26,26,1,1,0,477,136,54,16,42,132,0.231,3.06,1,1,9,1,647,0,57,4,2,17,7
 6- 3-2016,0,3,0.5454545454545454,21,21,0,0,0,341,115,69,19,69,116,0.264,5.46,1,8,7,0,523,0,76,7,5,13,14
 6- 4-2016,0,3,1.125,30,19,1,1,0,382,151,77,17,44,73,0.298,5.44,4,7,3,0,564,4,81,8,2,16,0
 6- 5-2016,0,3,0.7,21,21,1,0,0,348,131,50,7,36,98,0.289,3.88,3,5,6,1,506,0,57,4,6,9,3
 6- 6-2016,0,3,3.5,31,31,0,0,0,599,179,68,22,36,165,0.236,3.07,0,7,3,0,805,0,75,4,3,10,7
 6- 7-2016,0,3,0.5,32,32,0,0,0,527,184,94,27,53,207,0.266,4.82,1,7,6,0,756,0,98,0,3,10,2
 6- 8-2016,0,3,1.125,24,21,0,0,0,374,123,66,23,40,97,0.255,4.76,2,5,1,0,525,2,66,1,1,8,26
 6- 9-2016,0,3,1.1666666666666667,21,15,0,0,1,292,107,53,19,25,75,0.276,4.9,1,7,6,0,421,3,54,1,2,8,12
 6-10-2016,1,3,2.0,32,32,3,2,0,645,170,75,22,57,227,0.216,3.14,1,5,7,1,860,0,82,6,2,17,2
 6-11-2016,1,3,1.5,35,28,1,0,0,570,179,90,20,70,168,0.248,4.26,1,3,9,0,811,3,96,4,7,12,8
 6-12-2016,1,2,1.8333333333333333,25,25,0,0,0,412,121,59,16,63,161,0.235,3.87,3,9,2,3,584,0,61,0,4,9,9
 6-13-2016,1,3,0.5,21,21,0,0,0,374,139,71,18,29,93,0.287,5.13,0,4,3,0,527,0,77,2,9,12,3
 6-14-2016,1,3,7
 6-15-2016,1,3,0.75,26,26,0,0,0,399,167,95,25,32,114,0.301,6.43,3,9,6,1,596,0,103,2,2,14,10
 6-17-2016,0,3,0.9090909090909091,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2,2,7,0,786,0,87,2,6,19,0
 6-18-2016,0,3,1.0,24,6,0,0,0,169,56,27,5,13,55,0.255,4.31,1,2,3,0,238,7,30,1,1,3,23
 6-19-2016,0,3,0.0,9,9,0,0,0,116,55,30,8,21,22,0.327,6.98,2,1,5,0,197,0,32,0,3,3,3
 6-20-2016,0,3,0.9230769230769231,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1,10,7,0,779,0,98,0,3,20,0
 6-21-2016,0,3,1.3,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1,9,5,0,796,0,92,1,5,15,18
 6-22-2016,0,3,1.2,14,14,0,0,0,243,80,29,5,45,106,0.261,3.22,1,9,0,2,352,0,29,0,0,10,2
 6-23-2016,1,3,0.9090909090909091,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2,2,7,0,786,0,87,2,6,19,8
 6-24-2016,1,3,0.0,9,9,0,0,0,116,55,30,8,21,22,0.327,6.98,2,1,5,0,197,0,32,0,3,3,12
 6-25-2016,1,3,0.3333333333333333,7,5,0,0,0,73,48,31,12,7,17,0.407,11.47,0,1,1,0,128,2,31,0,2,1,20
 6-26-2016,1,2,0.45454545454545453,22,22,0,0,0,351,133,74,18,42,94,0.286,5.69,0,15,2,0,517,0,80,0,7,9,26
 6-27-2016,1,2,1.3,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1,9,5,0,796,0,92,1,5,15,26
 6-28-2016,1,2,1.6666666666666667,26,5,0,0,0,186,64,20,8,13,42,0.264,2.9,3,0,3,0,265,9,27,4,3,4,10
 6-29-2016,1,3,0.75,26,26,1,1,0,504,168,85,20,48,144,0.259,4.55,1,9,2,0,701,0,88,2,1,16,14
 7- 1-2016,0,2,2.1666666666666665,24,24,4,1,0,470,138,58,12,57,127,0.235,3.33,1,10,8,0,656,0,74,2,2,16,15
 7- 2-2016,0,3,0.8,37,21,0,0,0,418,130,74,21,55,93,0.25,4.78,1,1,5,0,588,7,80,2,6,17,16
 7- 3-2016,0,3,11
 7- 4-2016,0,2,1.0,21,21,0,0,0,390,125,59,20,40,109,0.251,4.08,0,3,5,1,549,0,62,3,2,7,5
 7- 5-2016,0,9,1.6666666666666667,33,33,0,0,0,563,170,77,29,54,166,0.241,3.69,3,3,4,1,773,0,80,3,6,14,2
 7- 6-2016,0,3,0.5833333333333334,30,30,0,0,0,526,174,95,32,49,167,0.259,4.88,2,10,2,0,738,0,103,5,11,10,25
 7- 7-2016,0,3,0.75,19,19,0,0,0,267,93,35,5,51,98,0.269,3.54,0,6,0,1,401,0,44,2,2,7,13
 7- 8-2016,0,3,0.6666666666666666,29,25,1,0,1,427,150,86,16,72,125,0.268,5.44,1,5,3,1,638,2,93,1,1,12,16
 7- 9-2016,0,3,0.75,23,23,0,0,0,354,126,71,16,61,85,0.276,5.42,2,6,1,0,526,0,74,1,6,13,5
 7-10-2016,0,3,2.6666666666666665,30,30,0,0,0,516,155,72,19,66,140,0.244,3.77,1,9,7,0,715,0,73,2,4,20,7
 7-15-2016,1,3,0.625,24,23,0,0,0,405,132,56,11,35,95,0.254,3.73,1,3,6,0,566,0,61,1,5,10,2
 7-16-2016,1,3,0.3333333333333333,22,22,1,0,0,343,139,86,31,55,78,0.296,6.77,1,7,7,0,538,0,89,1,4,8,2
 7-17-2016,1,3,0.5,18,2,0,0,0,74,33,18,5,16,18,0.324,6.57,1,2,2,0,122,8,27,0,2,3,11
 7-18-2016,1,3,1.75,23,23,0,0,0,357,116,67,28,46,107,0.256,5.07,1,0,7,1,509,0,68,0,3,10,25
 7-19-2016,1,3,0.0,2,2,0,0,0,28,15,13,4,5,3,0.357,12.54,1,0,0,0,48,0,13,0,1,0,16
 7-20-2016,1,3,0.9090909090909091,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0,3,4,2,855,0,110,9,8,36,12
 7-22-2016,0,3,1.2,14,14,0,0,0,243,80,29,5,45,106,0.261,3.22,1,9,0,2,352,0,29,0,0,10,2
 7-23-2016,0,3,1.3,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1,9,5,0,796,0,92,1,5,15,2
 7-24-2016,0,3,1.375,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0,17,7,0,724,0,89,3,5,6,5
 7-25-2016,0,3,1.0,33,33,0,0,0,587,173,80,33,66,184,0.236,3.68,1,4,13,0,818,0,81,1,5,9,10
 7-26-2016,0,3,0.8888888888888888,33,14,0,0,0,375,146,65,24,37,89,0.291,4.68,3,1,6,1,551,3,67,3,3,10,18
 7-27-2016,0,3,4.0,42,26,1,0,0,539,163,70,27,42,188,0.241,3.51,0,4,7,0,731,5,71,4,2,13,9
 7-28-2016,1,3,1.8888888888888888,35,35,2,0,0,690,227,102,30,50,228,0.258,3.99,1,4,7,0,951,0,106,8,7,19,5
 7-29-2016,1,3,5.5,33,33,3,0,0,669,193,78,23,32,189,0.23,3.15,0,3,13,0,890,0,85,2,3,16,0
 7-30-2016,1,2,0.6,14,13,0,0,0,206,70,35,14,24,71,0.262,4.59,1,3,0,0,292,1,35,1,0,6,7
 7-31-2016,1,3,2.1666666666666665,24,24,4,1,0,470,138,58,12,57,127,0.235,3.33,1,10,8,0,656,0,74,2,2,16,12
 8- 2-2016,1,3,0.7777777777777778,25,24,0,0,0,434,135,62,20,37,124,0.248,3.86,1,3,4,0,594,0,65,4,4,13,9
 8- 3-2016,1,3,0.9090909090909091,31,31,2,1,0,558,196,85,22,47,108,0.271,4.11,2,2,7,0,786,0,87,2,6,19,15
 8- 4-2016,1,8,0.5,9,9,0,0,0,139,57,31,8,19,23,0.313,6.02,1,2,0,0,203,0,32,1,1,10,2
 8- 5-2016,0,3,1.375,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0,6,10,0,655,0,76,3,0,17,18
 8- 6-2016,0,3,0.7272727272727273,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2,4,8,1,573,0,75,3,3,8,32
 8- 7-2016,0,2,0.8571428571428571,20,20,0,0,0,363,134,51,9,24,117,0.279,3.79,3,5,1,0,511,0,62,0,6,17,0
 8- 9-2016,0,3,0
 8-10-2016,0,3,8
 8-11-2016,0,3,2.0,32,32,3,2,0,645,170,75,22,57,227,0.216,3.14,1,5,7,1,860,0,82,6,2,17,16
 8-12-2016,0,3,1.375,25,25,1,1,0,439,134,54,21,34,150,0.24,3.32,2,4,3,1,599,0,64,1,3,9,7
 8-13-2016,0,3,1.0,17,10,0,0,0,159,50,31,8,29,50,0.246,5.26,0,2,0,0,233,3,31,0,1,1,9
 8-15-2016,1,3,1.375,25,25,0,0,0,460,138,65,19,65,122,0.239,3.82,0,6,10,0,655,0,76,3,0,17,23
 8-16-2016,1,3,2.5,11,10,0,0,0,168,43,22,12,18,40,0.214,3.54,0,2,0,0,221,1,25,0,2,5,8
 8-17-2016,1,3,5
 8-18-2016,1,3,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,8
 8-19-2016,1,3,3.5,31,31,0,0,0,599,179,68,22,36,165,0.236,3.07,0,7,3,0,805,0,75,4,3,10,6
 8-20-2016,1,2,1.0,17,9,0,0,0,211,64,34,16,14,46,0.241,4.35,0,2,3,0,285,5,36,1,1,3,2
 8-21-2016,1,2,0.5,12,8,0,0,1,137,49,24,12,15,52,0.272,4.73,0,1,1,0,198,4,26,1,1,3,5
 8-23-2016,0,2,0.6666666666666666,30,29,0,0,0,509,169,84,28,63,126,0.258,4.46,0,5,6,1,728,1,97,1,3,21,10
 8-24-2016,0,2,1.0,29,29,0,0,0,528,132,68,23,65,165,0.203,3.48,1,5,4,0,723,0,73,0,3,6,26
 8-25-2016,0,2,5.0,32,32,0,0,0,585,168,69,22,60,163,0.231,3.18,0,3,6,2,796,0,72,2,2,21,19
 8-26-2016,0,2,1.7777777777777777,34,34,2,0,0,683,171,77,30,57,254,0.207,3.04,1,6,8,0,903,0,81,4,7,8,2
 8-27-2016,0,2,1.5714285714285714,26,26,1,1,0,477,136,54,16,42,132,0.231,3.06,1,1,9,1,647,0,57,4,2,17,6
 8-28-2016,0,2,0.5384615384615384,35,26,0,0,0,460,171,100,30,53,135,0.285,5.87,1,7,5,2,668,3,108,4,6,13,5
 8-29-2016,1,2,1.75,34,31,0,0,0,574,154,80,31,73,162,0.22,3.76,4,3,11,1,792,0,80,6,3,10,28
 8-30-2016,1,2,1.0,13,13,0,0,0,209,64,31,13,20,47,0.251,4,1,0,5,0,287,0,32,6,1,8,17
 9- 2-2016,0,3,2.5,11,10,0,0,0,168,43,22,12,18,40,0.214,3.54,0,2,0,0,221,1,25,0,2,5,22
 9- 3-2016,0,3,0.7272727272727273,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2,4,8,1,573,0,75,3,3,8,27
 9- 4-2016,0,2,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,11
 9- 5-2016,0,2,20
 9- 6-2016,0,2,0.5,24,6,0,0,2,210,72,33,9,6,27,0.265,4.24,0,2,1,1,281,7,35,0,2,6,9
 9- 9-2016,1,3,1.4,17,17,0,0,0,301,81,38,12,31,132,0.214,3.41,1,6,3,0,416,0,43,0,4,3,3
 9-10-2016,1,3,3.0,32,32,0,0,0,602,185,74,24,77,200,0.243,3.32,1,4,8,1,848,0,83,1,2,19,15
 9-11-2016,1,3,1.2,19,19,1,0,0,349,103,48,19,28,73,0.236,3.71,0,1,3,0,472,0,53,1,3,9,2
 9-12-2016,1,3,2.5,11,10,0,0,0,168,43,22,12,18,40,0.214,3.54,0,2,0,0,221,1,25,0,2,5,3
 9-13-2016,1,3,0.7272727272727273,25,25,1,1,0,403,129,63,27,37,119,0.247,4.22,2,4,8,1,573,0,75,3,3,8,0
 9-14-2016,1,3,1.3333333333333333,33,33,0,0,0,597,218,91,28,46,147,0.282,4.12,3,4,5,0,836,0,95,6,7,25,2
 9-15-2016,1,3,5.0,32,32,0,0,0,585,168,69,22,60,163,0.231,3.18,0,3,6,2,796,0,72,2,2,21,4
 9-16-2016,1,2,0.6666666666666666,30,29,0,0,0,509,169,84,28,63,126,0.258,4.46,0,5,6,1,728,1,97,1,3,21,6
 9-17-2016,1,3,1.0,10,8,0,0,0,148,42,16,7,16,52,0.222,2.92,0,1,2,0,208,0,22,0,1,6,15
 9-18-2016,1,3,0.9,32,32,0,0,0,612,209,99,21,54,166,0.264,4.37,0,9,4,1,855,0,104,2,2,22,13
 9-19-2016,0,2,0.9090909090909091,33,33,0,0,0,596,205,97,18,76,103,0.27,4.39,0,3,4,2,855,0,110,9,8,36,10
 9-20-2016,0,2,1.75,23,23,0,0,0,357,116,67,28,46,107,0.256,5.07,1,0,7,1,509,0,68,0,3,10,11
 9-21-2016,0,2,0.7777777777777778,22,20,0,0,0,322,116,59,15,35,67,0.276,4.95,2,2,2,0,461,0,62,1,2,8,20
 9-22-2016,0,2,1.375,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0,17,7,0,724,0,89,3,5,6,4
 9-23-2016,0,3,0.9230769230769231,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1,10,7,0,779,0,98,0,3,20,16
 9-24-2016,0,3,0.0,10,5,0,0,0,95,21,13,6,14,28,0.186,3.69,0,2,0,0,127,3,15,0,0,3,22
 9-25-2016,0,2,1.0,11,10,0,0,0,186,59,28,9,16,55,0.25,4.06,0,0,3,0,256,1,28,0,1,4,0
 9-26-2016,1,3,0.7777777777777778,25,24,0,0,0,434,135,62,20,37,124,0.248,3.86,1,3,4,0,594,0,65,4,4,13,21
 9-27-2016,1,3,0.2222222222222222,14,14,0,0,0,216,83,52,9,33,71,0.284,6.5,0,5,4,0,332,0,54,2,1,3,9
 9-28-2016,1,2,0.45454545454545453,22,22,0,0,0,351,133,74,18,42,94,0.286,5.69,0,15,2,0,517,0,80,0,7,9,7
 9-30-2016,1,2,0.0,10,5,0,0,0,95,21,13,6,14,28,0.186,3.69,0,2,0,0,127,3,15,0,0,3,12
10- 1-2016,1,3,1.3,33,33,1,0,0,554,206,89,25,54,177,0.282,4.34,1,9,5,0,796,0,92,1,5,15,2
10- 2-2016,1,3,0.0,5,1,0,0,0,25,15,14,0,7,3,0.385,15.12,0,0,1,0,48,2,14,0,1,0,14
 4- 3-2017,0,3,1.5,19,19,0,0,0,316,114,49,12,32,70,0.28,4.19,1,5,4,0,444,0,50,0,1,15,21
 4- 4-2017,0,3,1.2,29,29,0,0,0,476,167,77,18,55,140,0.268,4.37,1,8,10,0,692,0,88,1,2,14,10
 4- 5-2017,0,3,0.9,24,24,0,0,0,387,133,80,28,53,105,0.267,5.58,1,9,4,2,566,0,91,4,5,10,10
 4- 6-2017,0,3,0.8333333333333334,12,12,0,0,0,196,68,31,9,19,50,0.266,4.27,0,5,4,0,283,0,42,1,3,5,2
 4- 7-2017,1,3,0.5,28,22,0,0,1,392,138,83,24,60,94,0.271,5.72,3,7,2,0,578,4,84,4,3,12,7
 4- 8-2017,1,3,1.2,16,16,0,0,0,260,86,42,17,26,78,0.258,4.36,0,8,6,0,368,0,46,1,1,10,16
 4- 9-2017,1,3,0.0,6,6,0,0,0,93,27,15,7,12,16,0.237,4.35,0,1,2,0,128,0,16,0,0,5,6
 4-11-2017,1,3,1.8333333333333333,24,24,1,0,0,444,125,69,18,53,105,0.228,4.2,1,6,11,0,614,0,74,0,2,15,16
 4-12-2017,1,3,1.0,18,15,1,1,0,232,76,51,20,28,61,0.253,5.94,0,2,6,0,338,2,52,0,4,4,14
 4-13-2017,1,3,0.6666666666666666,22,22,0,0,0,411,115,61,20,45,148,0.225,4.01,0,9,5,1,564,0,63,1,3,11,13
 4-14-2017,0,3,0.9,24,24,0,0,0,439,143,62,13,41,130,0.257,3.81,0,2,4,2,609,0,67,6,2,15,5
 4-15-2017,0,3,1.0,9,8,0,0,0,136,41,21,9,13,51,0.237,4.17,1,2,2,0,188,0,21,0,0,2,12
 4-16-2017,0,3,0.38461538461538464,30,30,0,0,0,462,143,92,34,61,131,0.246,5.38,2,4,5,1,655,0,99,1,6,11,0
